FBndID,huc12_code,acres,isAG,OID,GenLU,AgLandUse,CropRotatn,CropSumry,CCCount,MixCount
F070600040503_262,070600040503,218.654,1,-1,Corn/Soybeans,CntCorn/Soybeans,CBCBCC,C4B2,1:6,0:6
F070600040503_263,070600040503,133.943,1,-1,Corn/Soybeans,CntCorn/Soybeans,BCBCCC,C4B2,2:6,0:6
F070600040503_264,070600040503,49.9622,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,0:6
F070600040503_265,070600040503,15.4707,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,6:6
F070600040503_266,070600040503,10.0875,0,-1,LT 15 ac,LT 15 ac,PPPPPP,P6,0:6,6:6
F070600040503_267,070600040503,191.714,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,6:6
F070600040503_268,070600040503,77.0735,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,0:6
F070600040503_269,070600040503,76.6008,1,-1,Corn/Soybeans,CntCorn/Soybeans,CCBCBC,C4B2,1:6,0:6
F070600040503_270,070600040503,32.2729,1,-1,Corn/Soybeans,CntCorn/Soybeans,CCBCCB,C4B2,2:6,0:6
F070600040503_271,070600040503,70.1572,1,-1,Corn/Soybeans,CntCorn/Soybeans,CCBCCB,C4B2,2:6,0:6
F070600040503_272,070600040503,38.8683,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_273,070600040503,114.126,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,0:6
F070600040503_274,070600040503,78.725,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_275,070600040503,155.206,1,-1,Corn/Soybeans,Corn/Soybeans,BBCBCB,C2B4,0:6,6:6
F070600040503_276,070600040503,123.476,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_280,070600040503,36.0642,1,-1,Corn/Soybeans,Corn/Soybeans,BCBBBC,C2B4,0:6,1:6
F070600040503_281,070600040503,42.0603,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,2:6
F070600040503_283,070600040503,100.338,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,1:6
F070600040503_284,070600040503,115.494,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_285,070600040503,155.204,1,-1,Corn/Soybeans,CntCorn/Soybeans,CBCCCC,C5B1,3:6,0:6
F070600040503_286,070600040503,3.34051,0,-1,LT 15 ac,LT 15 ac,PPPPPP,P6,0:6,6:6
F070600040503_287,070600040503,119.056,1,-1,Corn/Soybeans,CntCorn/Soybeans,CCBCBC,C4B2,1:6,0:6
F070600040503_288,070600040503,75.2567,1,-1,Corn/Soybeans,CntCorn/Soybeans,CBCCBC,C4B2,1:6,0:6
F070600040503_289,070600040503,164.586,1,-1,Corn/Soybeans,CntCorn/Soybeans,BCCBCC,C4B2,2:6,0:6
F070600040503_290,070600040503,135.998,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,0:6
F070600040503_291,070600040503,7.25656,0,-1,LT 15 ac,LT 15 ac,CBCBCB,C3B3,0:6,2:6
F070600040503_292,070600040503,22.7899,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,5:6
F070600040503_293,070600040503,9.81087,0,-1,LT 15 ac,LT 15 ac,PBCBCB,C2B3P1,0:6,6:6
F070600040503_294,070600040503,25.2352,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,0:6
F070600040503_295,070600040503,76.8623,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,0:6
F070600040503_296,070600040503,2.67417,0,-1,LT 15 ac,LT 15 ac,PPPPPP,P6,0:6,4:6
F070600040503_297,070600040503,100.4,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,2:6
F070600040503_298,070600040503,22.5904,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,0:6
F070600040503_299,070600040503,6.72458,0,-1,LT 15 ac,LT 15 ac,BCBCBC,C3B3,0:6,0:6
F070600040503_300,070600040503,67.6086,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,0:6
F070600040503_301,070600040503,3.35016,0,-1,LT 15 ac,LT 15 ac,PPPPPP,P6,0:6,0:6
F070600040503_302,070600040503,55.7715,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_303,070600040503,56.7125,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_304,070600040503,42.7894,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_305,070600040503,4.6025,0,-1,LT 15 ac,LT 15 ac,CBCBCB,C3B3,0:6,0:6
F070600040503_306,070600040503,72.6046,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,0:6
F070600040503_308,070600040503,3.97107,0,-1,LT 15 ac,LT 15 ac,PPPPPP,P6,0:6,4:6
F070600040503_309,070600040503,73.6882,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_310,070600040503,63.2892,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_311,070600040503,13.0509,0,-1,LT 15 ac,LT 15 ac,BCBCBC,C3B3,0:6,5:6
F070600040503_312,070600040503,3.00195,0,-1,LT 15 ac,LT 15 ac,PPUPPP,P5U1,0:6,6:6
F070600040503_316,070600040503,76.5487,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_319,070600040503,6.07556,0,-1,LT 15 ac,LT 15 ac,PBPPPP,B1P5,0:6,6:6
F070600040503_320,070600040503,154.544,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,0:6
F070600040503_321,070600040503,118.493,1,-1,Corn/Soybeans,CntCorn/Soybeans,BCCBCC,C4B2,2:6,0:6
F070600040503_322,070600040503,109.967,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_323,070600040503,123.388,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,0:6
F070600040503_324,070600040503,4.3607,0,-1,LT 15 ac,LT 15 ac,UUUUUU,U6,0:6,6:6
F070600040503_325,070600040503,159.127,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,0:6
F070600040503_326,070600040503,73.7917,1,-1,Corn/Soybeans,CntCorn/Soybeans,CBCCBC,C4B2,1:6,0:6
F070600040503_327,070600040503,75.0527,1,-1,Corn/Soybeans,CntCorn/Soybeans,CBCCBC,C4B2,1:6,0:6
F070600040503_328,070600040503,2.63129,0,-1,LT 15 ac,LT 15 ac,CUUUUC,C2U4,0:6,6:6
F070600040503_329,070600040503,25.196,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCg,C3B2g1,0:6,6:6
F070600040503_330,070600040503,60.3505,1,-1,Corn/Soybeans,CntCorn/Soybeans,CCCCCB,C5B1,4:6,0:6
F070600040503_331,070600040503,3.58312,0,-1,LT 15 ac,LT 15 ac,UPPPPP,P5U1,0:6,5:6
F070600040503_332,070600040503,19.6912,1,-1,Corn/Soybeans,CntCorn/Soybeans,CCCCCB,C5B1,4:6,0:6
F070600040503_335,070600040503,155.933,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,4:6
F070600040503_339,070600040503,75.434,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,0:6
F070600040503_340,070600040503,2.5165,0,-1,LT 15 ac,LT 15 ac,CBPPPP,C1B1P4,0:6,6:6
F070600040503_341,070600040503,35.2946,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_342,070600040503,57.7155,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,1:6
F070600040503_343,070600040503,35.9469,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,6:6
F070600040503_344,070600040503,18.9172,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,0:6
F070600040503_345,070600040503,70.6025,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,4:6
F070600040503_346,070600040503,8.06736,0,-1,LT 15 ac,LT 15 ac,CBCBCB,C3B3,0:6,1:6
F070600040503_347,070600040503,3.194,0,-1,LT 15 ac,LT 15 ac,PPPPPP,P6,0:6,6:6
F070600040503_348,070600040503,75.3714,1,-1,Corn/Soybeans,CntCorn/Soybeans,BCCCBC,C4B2,2:6,0:6
F070600040503_349,070600040503,157.256,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_350,070600040503,223.079,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_351,070600040503,5.1061,0,-1,LT 15 ac,LT 15 ac,UUUUUU,U6,0:6,6:6
F070600040503_352,070600040503,66.6431,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_353,070600040503,3.67397,0,-1,LT 15 ac,LT 15 ac,PCUPPP,C1P4U1,0:6,6:6
F070600040503_354,070600040503,83.4244,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,0:6
F070600040503_355,070600040503,78.8398,1,-1,Corn/Soybeans,CntCorn/Soybeans,CCBCCB,C4B2,2:6,0:6
F070600040503_356,070600040503,23.7462,1,-1,Corn/Soybeans,CntCorn/Soybeans,CCBCCB,C4B2,2:6,3:6
F070600040503_357,070600040503,85.1788,1,-1,Corn/Soybeans,CntCorn/Soybeans,CCBCCB,C4B2,2:6,0:6
F070600040503_358,070600040503,3.95183,0,-1,LT 15 ac,LT 15 ac,PPPPPP,P6,0:6,0:6
F070600040503_359,070600040503,2.80899,0,-1,LT 15 ac,LT 15 ac,PPPPPP,P6,0:6,0:6
F070600040503_360,070600040503,135.865,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_361,070600040503,118.88,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,0:6
F070600040503_362,070600040503,39.5732,1,-1,Corn/Soybeans,CntCorn/Soybeans,CCBCBC,C4B2,1:6,0:6
F070600040503_363,070600040503,75.0468,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_364,070600040503,62.2337,1,-1,Continuous Corn,Continuous Corn,CCCCCC,C6,5:6,3:6
F070600040503_365,070600040503,6.73052,0,-1,LT 15 ac,LT 15 ac,PPPPPP,P6,0:6,0:6
F070600040503_366,070600040503,3.80864,0,-1,LT 15 ac,LT 15 ac,PPPPPP,P6,0:6,5:6
F070600040503_367,070600040503,2.60198,0,-1,LT 15 ac,LT 15 ac,PPPPPP,P6,0:6,0:6
F070600040503_368,070600040503,83.6369,1,-1,Corn/Soybeans,Corn/Soybeans/Perennial,BPPPPC,C1B1P4,0:6,5:6
F070600040503_369,070600040503,78.7399,1,-1,Corn/Perennial,Corn/Alfalfa,PPPCCP,C2P4,1:6,3:6
F070600040503_370,070600040503,3.97379,0,-1,LT 15 ac,LT 15 ac,PPPPPP,P6,0:6,0:6
F070600040503_371,070600040503,26.6784,2,-1,Pasture|Grass|Hay,Pasture|Grass|Hay,PPPPPP,P6,0:6,4:6
F070600040503_372,070600040503,284.107,1,-1,Corn/Soybeans,CntCorn/Soybeans,CBCCCC,C5B1,3:6,0:6
F070600040503_373,070600040503,29.6784,1,-1,Corn/Soybeans,CntCorn/Soybeans,CBCCCC,C5B1,3:6,1:6
F070600040503_374,070600040503,4.8163,0,-1,LT 15 ac,LT 15 ac,CBUUUU,C1B1U4,0:6,6:6
F070600040503_376,070600040503,149.533,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_377,070600040503,158.017,1,-1,Corn/Soybeans,CntCorn/Soybeans,BCCCCC,C5B1,4:6,2:6
F070600040503_380,070600040503,94.8922,1,-1,Continuous Corn,Continuous Corn,CCCCCC,C6,5:6,0:6
F070600040503_381,070600040503,5.86171,0,-1,LT 15 ac,LT 15 ac,UUUPUC,C1P1U4,0:6,4:6
F070600040503_382,070600040503,5.39648,0,-1,LT 15 ac,LT 15 ac,PPPPPP,P6,0:6,4:6
F070600040503_383,070600040503,113.997,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_384,070600040503,109.099,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,0:6
F070600040503_385,070600040503,60.9516,1,-1,Corn/Soybeans,CntCorn/Soybeans,BCCBCC,C4B2,2:6,0:6
F070600040503_386,070600040503,61.5282,1,-1,Continuous Corn,Continuous Corn,CCCCCC,C6,5:6,0:6
F070600040503_387,070600040503,82.2689,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_388,070600040503,91.9811,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,0:6
F070600040503_389,070600040503,65.6473,1,-1,Corn/Soybeans,Corn/Soybeans,CBBCBC,C3B3,0:6,2:6
F070600040503_390,070600040503,66.0455,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_391,070600040503,81.4913,1,-1,Corn/Soybeans,CntCorn/Soybeans,CBCCCC,C5B1,3:6,0:6
F070600040503_392,070600040503,8.90733,0,-1,LT 15 ac,LT 15 ac,PPPPPP,P6,0:6,6:6
F070600040503_393,070600040503,78.3621,1,-1,Corn/Soybeans,CntCorn/Soybeans,CBCCCC,C5B1,3:6,0:6
F070600040503_395,070600040503,139.484,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_396,070600040503,75.3472,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_397,070600040503,153.292,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,2:6
F070600040503_399,070600040503,11.1202,0,-1,LT 15 ac,LT 15 ac,UUUFUF,F2U4,0:6,6:6
F070600040503_400,070600040503,11.8776,0,-1,LT 15 ac,LT 15 ac,BCBCBP,C2B3P1,0:6,6:6
F070600040503_401,070600040503,26.083,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_403,070600040503,18.7609,1,-1,Corn/Perennial,Corn/Alfalfa/Oats,CCCgPP,C3g1P2,2:6,1:6
F070600040503_406,070600040503,201.537,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,0:6
F070600040503_408,070600040503,36.2691,1,-1,Corn/Soybeans,CntCorn/Soybeans,CCBCCB,C4B2,2:6,1:6
F070600040503_409,070600040503,3.40351,0,-1,LT 15 ac,LT 15 ac,UUUUUB,B1U5,0:6,1:6
F070600040503_410,070600040503,119.848,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,0:6
F070600040503_411,070600040503,4.23818,0,-1,LT 15 ac,LT 15 ac,UUUUUC,C1U5,0:6,6:6
F070600040503_412,070600040503,66.7077,1,-1,Corn/Soybeans,CntCorn/Soybeans,CCBCCC,C5B1,3:6,1:6
F070600040503_413,070600040503,6.8785,0,-1,LT 15 ac,LT 15 ac,FFFFFF,F6,0:6,6:6
F070600040503_414,070600040503,3.6811,0,-1,LT 15 ac,LT 15 ac,UUUUUU,U6,0:6,6:6
F070600040503_415,070600040503,25.339,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,6:6
F070600040503_416,070600040503,52.343,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_417,070600040503,19.0211,1,-1,Corn/Soybeans,CntCorn/Soybeans,CBCCCC,C5B1,3:6,0:6
F070600040503_418,070600040503,240.72,1,-1,Corn/Soybeans,CntCorn/Soybeans,CBCCCC,C5B1,3:6,0:6
F070600040503_419,070600040503,4.61281,0,-1,LT 15 ac,LT 15 ac,UUUUUU,U6,0:6,6:6
F070600040503_420,070600040503,6.36568,0,-1,LT 15 ac,LT 15 ac,PPPPPP,P6,0:6,1:6
F070600040503_421,070600040503,20.7815,1,-1,Corn/Soybeans,Corn/Soybeans,BBCBBC,C2B4,0:6,6:6
F070600040503_422,070600040503,59.3799,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,0:6
F070600040503_423,070600040503,80.1193,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,6:6
F070600040503_424,070600040503,112.163,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_425,070600040503,13.8146,0,-1,LT 15 ac,LT 15 ac,CBCBCB,C3B3,0:6,3:6
F070600040503_426,070600040503,26.6778,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,0:6
F070600040503_427,070600040503,17.1554,1,-1,Corn/Soybeans,CntCorn/Soybeans,CCBBCB,C3B3,1:6,0:6
F070600040503_428,070600040503,61.7208,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_429,070600040503,79.7333,1,-1,Corn/Soybeans,CntCorn/Soybeans,CCCCBC,C5B1,3:6,0:6
F070600040503_430,070600040503,51.3393,1,-1,Corn/Soybeans,CntCorn/Soybeans,CCCCBC,C5B1,3:6,3:6
F070600040503_431,070600040503,23.1047,1,-1,Corn/Soybeans,CntCorn/Soybeans,CCBCCC,C5B1,3:6,0:6
F070600040503_432,070600040503,48.6044,1,-1,Corn/Soybeans,CntCorn/Soybeans,CBCCCB,C4B2,2:6,3:6
F070600040503_433,070600040503,22.9532,1,-1,Corn/Soybeans,CntCorn/Soybeans,CBCCCB,C4B2,2:6,3:6
F070600040503_434,070600040503,4.34748,0,-1,LT 15 ac,LT 15 ac,BCCCCC,C5B1,4:6,0:6
F070600040503_435,070600040503,4.23948,0,-1,LT 15 ac,LT 15 ac,PPUPPC,C1P4U1,0:6,6:6
F070600040503_436,070600040503,236.923,1,-1,Continuous Corn,Continuous Corn,CCCCCC,C6,5:6,0:6
F070600040503_437,070600040503,40.0826,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_438,070600040503,117.601,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_439,070600040503,156.319,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_440,070600040503,76.714,1,-1,Corn/Soybeans,CntCorn/Soybeans,BCBCCC,C4B2,2:6,0:6
F070600040503_441,070600040503,4.31233,0,-1,LT 15 ac,LT 15 ac,PPUPPP,P5U1,0:6,6:6
F070600040503_442,070600040503,5.30411,0,-1,LT 15 ac,LT 15 ac,PPPPPP,P6,0:6,6:6
F070600040503_443,070600040503,8.86415,0,-1,LT 15 ac,LT 15 ac,CBCBCB,C3B3,0:6,6:6
F070600040503_444,070600040503,3.13253,0,-1,LT 15 ac,LT 15 ac,CFPPPF,C1F2P3,0:6,6:6
F070600040503_445,070600040503,114.796,1,-1,Corn/Soybeans,CntCorn/Soybeans,CBCBCC,C4B2,1:6,4:6
F070600040503_446,070600040503,44.2087,1,-1,Corn/Soybeans,CntCorn/Soybeans,CCCCBC,C5B1,3:6,0:6
F070600040503_447,070600040503,75.1217,1,-1,Corn/Soybeans,CntCorn/Soybeans,CBCCBC,C4B2,1:6,0:6
F070600040503_448,070600040503,20.6005,0,-1,Forest,nonAg-Forest,FFFFFF,F6,0:6,6:6
F070600040503_449,070600040503,10.4275,0,-1,LT 15 ac,LT 15 ac,PPPCPP,C1P5,0:6,6:6
F070600040503_450,070600040503,8.06102,0,-1,LT 15 ac,LT 15 ac,PPPPPP,P6,0:6,0:6
F070600040503_451,070600040503,96.7892,1,-1,Continuous Corn,Continuous Corn,CCCCCC,C6,5:6,0:6
F070600040503_452,070600040503,147.57,1,-1,Corn/Soybeans,CntCorn/Soybeans,BCBCCB,C3B3,1:6,0:6
F070600040503_453,070600040503,5.68688,0,-1,LT 15 ac,LT 15 ac,UUUUUU,U6,0:6,6:6
F070600040503_454,070600040503,2.62833,0,-1,LT 15 ac,LT 15 ac,CBCPPP,C2B1P3,0:6,6:6
F070600040503_458,070600040503,22.4115,2,-1,Pasture|Grass|Hay,Pasture|Grass|Hay,PPPPPP,P6,0:6,6:6
F070600040503_459,070600040503,54.1601,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,1:6
F070600040503_460,070600040503,33.3964,1,-1,Corn/Soybeans,Corn/Soybeans/Perennial,BCPPPP,C1B1P4,0:6,1:6
F070600040503_462,070600040503,113.793,1,-1,Corn/Soybeans,CntCorn/Soybeans,BCCCCC,C5B1,4:6,0:6
F070600040503_463,070600040503,5.44364,0,-1,LT 15 ac,LT 15 ac,UUUUUB,B1U5,0:6,6:6
F070600040503_464,070600040503,29.2915,1,-1,Corn/Soybeans,CntCorn/Soybeans,CBCCCC,C5B1,3:6,0:6
F070600040503_465,070600040503,123.863,1,-1,Corn/Soybeans,CntCorn/Soybeans,CBCCCC,C5B1,3:6,0:6
F070600040503_467,070600040503,79.7077,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_468,070600040503,11.3786,0,-1,LT 15 ac,LT 15 ac,BBBCPC,C2B3P1,0:6,5:6
F070600040503_469,070600040503,7.16219,0,-1,LT 15 ac,LT 15 ac,FFFFFF,F6,0:6,1:6
F070600040503_470,070600040503,14.3727,0,-1,LT 15 ac,LT 15 ac,BCBCBC,C3B3,0:6,4:6
F070600040503_471,070600040503,67.3069,1,-1,Corn/Perennial,Corn/Alfalfa,PCCCCP,C4P2,3:6,5:6
F070600040503_472,070600040503,33.2202,1,-1,Corn/Perennial,Corn/Alfalfa/Pasture,CCPPCP,C3P3,1:6,6:6
F070600040503_473,070600040503,3.73662,0,-1,LT 15 ac,LT 15 ac,PPPPPP,P6,0:6,2:6
F070600040503_474,070600040503,99.6416,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_475,070600040503,69.1502,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,0:6
F070600040503_476,070600040503,17.8453,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_477,070600040503,8.40588,0,-1,LT 15 ac,LT 15 ac,CBCBCC,C4B2,1:6,0:6
F070600040503_478,070600040503,11.0442,0,-1,LT 15 ac,LT 15 ac,BCPUBC,C2B2P1U1,0:6,6:6
F070600040503_479,070600040503,60.7699,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_480,070600040503,52.5105,1,-1,Corn/Soybeans,CntCorn/Soybeans,CBCBCC,C4B2,1:6,0:6
F070600040503_481,070600040503,6.71018,0,-1,LT 15 ac,LT 15 ac,PPPPPC,C1P5,0:6,4:6
F070600040503_482,070600040503,14.5501,0,-1,LT 15 ac,LT 15 ac,BBCBCB,C2B4,0:6,2:6
F070600040503_483,070600040503,158.144,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_484,070600040503,27.7512,1,-1,Corn/Soybeans,Corn/Soybeans/Perennial,CBBCPP,C2B2P2,0:6,5:6
F070600040503_485,070600040503,4.01309,0,-1,LT 15 ac,LT 15 ac,PPPPPP,P6,0:6,0:6
F070600040503_486,070600040503,8.24373,0,-1,LT 15 ac,LT 15 ac,PPPPPP,P6,0:6,0:6
F070600040503_487,070600040503,114.314,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,0:6
F070600040503_490,070600040503,2.5188,0,-1,LT 15 ac,LT 15 ac,UCUPPP,C1P3U2,0:6,6:6
F070600040503_491,070600040503,2.55274,0,-1,LT 15 ac,LT 15 ac,PPPPPP,P6,0:6,1:6
F070600040503_494,070600040503,5.15911,0,-1,LT 15 ac,LT 15 ac,BCBCBC,C3B3,0:6,6:6
F070600040503_495,070600040503,43.6716,1,-1,Corn/Soybeans,CntCorn/Soybeans,CBCCBC,C4B2,1:6,0:6
F070600040503_496,070600040503,222.931,1,-1,Corn/Soybeans,CntCorn/Soybeans,CCCBCC,C5B1,3:6,0:6
F070600040503_498,070600040503,9.36043,0,-1,LT 15 ac,LT 15 ac,CCCBCC,C5B1,3:6,6:6
F070600040503_499,070600040503,67.2594,1,-1,Corn/Soybeans,CntCorn/Soybeans,CCCBCC,C5B1,3:6,0:6
F070600040503_501,070600040503,155.108,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,0:6
F070600040503_503,070600040503,136.206,1,-1,Corn/Soybeans,Corn/Soybeans,BCBCBC,C3B3,0:6,0:6
F070600040503_504,070600040503,70.5331,1,-1,Corn/Soybeans,Corn/Soybeans,CBCBCB,C3B3,0:6,0:6
